"","n","date","vcrix"
"729","729",2018-08-08,766.385547947579
"730","730",2018-08-09,828.075529116651
"731","731",2018-08-10,830.363157926691
"732","732",2018-08-13,821.456326425355
"733","733",2018-08-14,738.277992278766
"734","734",2018-08-15,748.358524739425
"735","735",2018-08-16,769.243290494569
"736","736",2018-08-17,770.281712092624
"737","737",2018-08-20,777.021385044856
"738","738",2018-08-21,774.902533826796
"739","739",2018-08-22,755.853094495106
"740","740",2018-08-23,757.801919430153
"741","741",2018-08-24,757.299061993841
"742","742",2018-08-27,764.781118933707
"743","743",2018-08-28,710.182542985706
"744","744",2018-08-29,697.594984508237
"745","745",2018-08-30,700.843305659942
"746","746",2018-08-31,706.450251800397
"747","747",2018-09-03,716.347890376685
"748","748",2018-09-04,708.024920544307
"749","749",2018-09-05,674.186374207649
"750","750",2018-09-06,726.800153551771
"751","751",2018-09-07,739.015547738878
"752","752",2018-09-10,740.196759091798
"753","753",2018-09-11,746.190161035884
"754","754",2018-09-12,741.628595726701
"755","755",2018-09-13,743.824139613037
"756","756",2018-09-14,765.221901723434
"757","757",2018-09-17,770.700904798199
"758","758",2018-09-18,776.229061382888
"759","759",2018-09-19,782.885582591204
"760","760",2018-09-20,725.248247891625
"761","761",2018-09-21,722.219189869067
"762","762",2018-09-24,789.844590575408
"763","763",2018-09-25,748.897933603196
"764","764",2018-09-26,752.676832980968
"765","765",2018-09-27,739.734002941984
"766","766",2018-09-28,746.256742439825
"767","767",2018-10-01,746.256742439825
"768","768",2018-10-02,745.06535204252
"769","769",2018-10-03,741.760966312778
"770","770",2018-10-04,744.096768848054
"771","771",2018-10-05,747.036331272089
"772","772",2018-10-08,742.047414844316
"773","773",2018-10-09,739.215590749852
"774","774",2018-10-10,715.816298567752
"775","775",2018-10-11,714.253881920642
"776","776",2018-10-12,734.755240923603
"777","777",2018-10-15,726.616499775175
"778","778",2018-10-16,721.897695035685
"779","779",2018-10-17,722.716508088707
"780","780",2018-10-18,679.375036569063
"781","781",2018-10-19,651.960873662832
"782","782",2018-10-22,644.396920247755
"783","783",2018-10-23,624.199426597943
"784","784",2018-10-24,614.119201063759
"785","785",2018-10-25,610.134777773941
"786","786",2018-10-26,590.438559426357
"787","787",2018-10-29,580.343833969122
"788","788",2018-10-30,557.992615428429
"789","789",2018-10-31,551.137908813036
"790","790",2018-11-01,551.137908813036
"791","791",2018-11-02,549.046668325296
"792","792",2018-11-05,437.56836242735
"793","793",2018-11-06,418.402942822151
"794","794",2018-11-07,372.75167801165
"795","795",2018-11-08,349.643491133164
"796","796",2018-11-09,326.146973285785
"797","797",2018-11-12,327.327786692785
"798","798",2018-11-13,326.778861050501
"799","799",2018-11-14,332.714684200281
"800","800",2018-11-15,667.988340655423
"801","801",2018-11-16,610.35793753369
"802","802",2018-11-19,603.687533557203
"803","803",2018-11-20,707.111584251966
"804","804",2018-11-21,824.168452276449
"805","805",2018-11-22,818.391026973048
"806","806",2018-11-23,763.76191071452
"807","807",2018-11-26,778.646724788322
"808","808",2018-11-27,890.88768606153
"809","809",2018-11-28,876.623953811217
"810","810",2018-11-29,1062.19243906409
"811","811",2018-11-30,1054.57514330995
"812","812",2018-12-03,1051.52788796633
"813","813",2018-12-04,1045.70951519023
"814","814",2018-12-05,1039.71441509815
"815","815",2018-12-06,1033.29732464681
"816","816",2018-12-07,1028.62778046492
"817","817",2018-12-10,1043.53932455953
"818","818",2018-12-11,1045.4402713585
"819","819",2018-12-12,1036.34225605255
"820","820",2018-12-13,1041.41203363422
"821","821",2018-12-14,1040.79808540011
"822","822",2018-12-17,1023.5868585159
"823","823",2018-12-18,1133.69702675115
"824","824",2018-12-19,1120.18657805268
"825","825",2018-12-20,1159.5722551871
"826","826",2018-12-21,1185.1291667122
"827","827",2018-12-24,1183.73031670062
"828","828",2018-12-25,1244.40409088766
"829","829",2018-12-26,1251.16936602183
"830","830",2018-12-27,1150.49686838307
"831","831",2018-12-28,1164.41676457121
"832","832",2018-12-31,1237.41240481394
"833","833",2019-01-01,1237.41240481394
"834","834",2019-01-02,1163.04024650352
"835","835",2019-01-03,1177.96867467739
"836","836",2019-01-04,1182.76968228945
"837","837",2019-01-07,1168.77644505068
"838","838",2019-01-08,1064.44063070363
"839","839",2019-01-09,1068.81404981289
"840","840",2019-01-10,940.584507131686
"841","841",2019-01-11,1012.86756723945
"842","842",2019-01-14,1002.36292430148
"843","843",2019-01-15,996.925790699646
"844","844",2019-01-16,1007.9910911031
"845","845",2019-01-17,1001.93086894949
"846","846",2019-01-18,994.378423112741
"847","847",2019-01-21,946.252298406445
"848","848",2019-01-22,951.840874750677
"849","849",2019-01-23,951.728012190696
"850","850",2019-01-24,951.111757037825
"851","851",2019-01-25,925.371360543852
"852","852",2019-01-28,924.011169339133
"853","853",2019-01-29,836.296769884357
"854","854",2019-01-30,840.089417969642
"855","855",2019-01-31,813.260697041278
"856","856",2019-02-01,813.260697041278
"857","857",2019-02-04,813.163064952701
"858","858",2019-02-05,759.26495578935
"859","859",2019-02-06,744.086575807721
"860","860",2019-02-07,719.623719042887
"861","861",2019-02-08,690.97218011548
"862","862",2019-02-11,665.785809546303
"863","863",2019-02-12,631.215624536265
"864","864",2019-02-13,618.903790528246
"865","865",2019-02-14,593.880672112187
"866","866",2019-02-15,590.978623583256
"867","867",2019-02-18,591.580020240761
"868","868",2019-02-19,667.606163108415
"869","869",2019-02-20,676.807743925773
"870","870",2019-02-21,672.247553983369
"871","871",2019-02-22,563.15710032874
"872","872",2019-02-25,564.706903600871
"873","873",2019-02-26,577.687427404249
"874","874",2019-02-27,566.031724490187
"875","875",2019-02-28,571.865909321235
"876","876",2019-03-01,571.865909321235
"877","877",2019-03-04,569.509236442373
"878","878",2019-03-05,588.225816430983
"879","879",2019-03-06,606.142896229215
"880","880",2019-03-07,607.340926528417
"881","881",2019-03-08,612.25491031709
"882","882",2019-03-11,616.968947224528
"883","883",2019-03-12,578.918083304339
"884","884",2019-03-13,577.260243721904
"885","885",2019-03-14,568.717067066887
"886","886",2019-03-15,564.742963764904
"887","887",2019-03-18,564.90953223093
"888","888",2019-03-19,559.331485335844
"889","889",2019-03-20,556.077181465277
"890","890",2019-03-21,551.118823989067
"891","891",2019-03-22,553.448976491012
"892","892",2019-03-25,482.460882180515
"893","893",2019-03-26,486.649044553821
"894","894",2019-03-27,483.670302176736
"895","895",2019-03-28,485.447041074609
"896","896",2019-03-29,483.292488595013
"897","897",2019-04-01,483.292488595013
"898","898",2019-04-02,369.05170732674
"899","899",2019-04-03,530.857742097486
"900","900",2019-04-04,597.664705665721
"901","901",2019-04-05,686.606967698546
"902","902",2019-04-08,711.577668932657
"903","903",2019-04-09,708.026227797137
"904","904",2019-04-10,706.439110405068
"905","905",2019-04-11,701.86058763893
"906","906",2019-04-12,763.661982434244
"907","907",2019-04-15,766.796830307519
"908","908",2019-04-16,745.475630163374
"909","909",2019-04-17,740.308467882128
"910","910",2019-04-18,738.105530991735
"911","911",2019-04-19,737.97040351652
"912","912",2019-04-22,737.226418408097
"913","913",2019-04-23,731.895198521861
"914","914",2019-04-24,731.329620305777
"915","915",2019-04-25,748.818004722992
"916","916",2019-04-26,747.57581903961
"917","917",2019-04-29,778.510437745446
"918","918",2019-04-30,781.00361297966
"919","919",2019-05-01,781.00361297966
"920","920",2019-05-02,780.553666518155
"921","921",2019-05-03,777.944405250575
"922","922",2019-05-06,789.700064943439
"923","923",2019-05-07,782.125432548178
"924","924",2019-05-08,781.211170459185
"925","925",2019-05-09,779.519081365506
"926","926",2019-05-10,778.498717098362
"927","927",2019-05-13,785.004041744411
"928","928",2019-05-14,969.181019735306
"929","929",2019-05-15,878.9444147435
"930","930",2019-05-16,872.398341978433
"931","931",2019-05-17,835.746819128935
"932","932",2019-05-20,910.256404377951
"933","933",2019-05-21,942.544069111734
"934","934",2019-05-22,949.300825861552
"935","935",2019-05-23,948.531205729631
"936","936",2019-05-24,913.849489164247
"937","937",2019-05-27,917.292195077596
"938","938",2019-05-28,948.812494908769
"939","939",2019-05-29,949.886396753311
"940","940",2019-05-30,950.166914546034
"941","941",2019-05-31,955.006249458327
"942","942",2019-06-03,959.88189925691
"943","943",2019-06-04,962.331092207314
"944","944",2019-06-05,1053.28980525973
"945","945",2019-06-06,1045.96102284776
"946","946",2019-06-07,1055.85072948114
"947","947",2019-06-10,1038.91974485269
"948","948",2019-06-11,1041.31660976268
"949","949",2019-06-12,1044.2257062731
"950","950",2019-06-13,1046.93871121857
"951","951",2019-06-14,1046.34040010291
"952","952",2019-06-17,1039.79456432717
"953","953",2019-06-18,1069.14017975536
"954","954",2019-06-19,1078.48163591606
"955","955",2019-06-20,1080.05380570632
"956","956",2019-06-21,1083.97171036558
"957","957",2019-06-24,1087.73607189972
"958","958",2019-06-25,1017.4388837985
"959","959",2019-06-26,978.358962905404
"960","960",2019-06-27,1048.29242943147
"961","961",2019-06-28,1206.90572618698
"962","962",2019-07-01,1206.90572618698
"963","963",2019-07-02,1304.36991020344
"964","964",2019-07-03,1302.79467711986
"965","965",2019-07-04,1275.5069018174
"966","966",2019-07-05,1279.36483802949
"967","967",2019-07-08,1320.73876019869
"968","968",2019-07-09,1334.85899231715
"969","969",2019-07-10,1345.45587725753
"970","970",2019-07-11,1367.32089842993
"971","971",2019-07-12,1381.91610453023
"972","972",2019-07-15,1384.8532032268
"973","973",2019-07-16,1421.1121734889
"974","974",2019-07-17,1420.39706123429
"975","975",2019-07-18,1422.33050738527
"976","976",2019-07-19,1441.9270744435
"977","977",2019-07-22,1442.37662134118
"978","978",2019-07-23,1449.27469761544
"979","979",2019-07-24,1452.3976669574
"980","980",2019-07-25,1460.48339707637
"981","981",2019-07-26,1463.06609794957
"982","982",2019-07-29,1465.17265379983
"983","983",2019-07-30,1437.91797487279
"984","984",2019-07-31,1434.76192534105
"985","985",2019-08-01,1434.76192534105
"986","986",2019-08-02,1430.26607621499
"987","987",2019-08-05,1419.51170573215
"988","988",2019-08-06,1440.72072496591
"989","989",2019-08-07,1433.81970333129
"990","990",2019-08-08,1305.37118621169
"991","991",2019-08-09,1019.04231712127
"992","992",2019-08-12,934.958460685205
"993","993",2019-08-13,750.650590333195
"994","994",2019-08-14,777.93094474496
"995","995",2019-08-15,830.899159774954
"996","996",2019-08-16,829.033109385625
"997","997",2019-08-19,837.793903247434
"998","998",2019-08-20,785.041107480823
"999","999",2019-08-21,791.579993060174
"1000","1000",2019-08-22,804.665067801694
"1001","1001",2019-08-23,800.151561496531
"1002","1002",2019-08-26,808.876691985373
"1003","1003",2019-08-27,758.725744738367
"1004","1004",2019-08-28,648.441869128329
"1005","1005",2019-08-29,681.618081607819
"1006","1006",2019-08-30,623.994800008825
"1007","1007",2019-09-02,630.535865935851
"1008","1008",2019-09-03,664.320921826979
"1009","1009",2019-09-04,682.332980829768
"1010","1010",2019-09-05,669.828770125782
"1011","1011",2019-09-06,676.967729456668
"1012","1012",2019-09-09,683.087520841199
"1013","1013",2019-09-10,666.328442163482
"1014","1014",2019-09-11,675.332238522974
"1015","1015",2019-09-12,667.959804843502
"1016","1016",2019-09-13,669.829178431362
"1017","1017",2019-09-16,672.079143813743
"1018","1018",2019-09-17,562.547257292902
"1019","1019",2019-09-18,577.455911452033
"1020","1020",2019-09-19,564.214230906256
"1021","1021",2019-09-20,541.501145269868
"1022","1022",2019-09-23,541.277653837046
"1023","1023",2019-09-24,550.560680863914
"1024","1024",2019-09-25,746.880244528728
"1025","1025",2019-09-26,693.926195002539
"1026","1026",2019-09-27,696.667327723622
"1027","1027",2019-09-30,678.669817850175
"1028","1028",2019-10-01,678.669817850175
"1029","1029",2019-10-02,677.422389195191
"1030","1030",2019-10-03,652.916615562703
"1031","1031",2019-10-04,649.414355678743
"1032","1032",2019-10-07,643.273116763428
"1033","1033",2019-10-08,643.123030191803
"1034","1034",2019-10-09,642.050221782142
"1035","1035",2019-10-10,648.347156803331
"1036","1036",2019-10-11,645.969994033751
"1037","1037",2019-10-14,651.910606349851
"1038","1038",2019-10-15,617.717045171784
"1039","1039",2019-10-16,600.400641272414
"1040","1040",2019-10-17,602.853325073081
"1041","1041",2019-10-18,606.640272249627
"1042","1042",2019-10-21,606.27357494272
"1043","1043",2019-10-22,615.173612775872
"1044","1044",2019-10-23,610.306016563146
"1045","1045",2019-10-24,661.496571350755
"1046","1046",2019-10-25,653.747995013229
"1047","1047",2019-10-28,798.106283101297
"1048","1048",2019-10-29,827.943742588626
"1049","1049",2019-10-30,806.005749855598
"1050","1050",2019-10-31,801.677620654196
"1051","1051",2019-11-01,801.677620654196
"1052","1052",2019-11-04,803.174481976072
"1053","1053",2019-11-05,819.19974631657
"1054","1054",2019-11-06,659.846535073566
"1055","1055",2019-11-07,642.820643948238
"1056","1056",2019-11-08,637.009424082365
"1057","1057",2019-11-11,651.39342134803
"1058","1058",2019-11-12,645.476710458725
"1059","1059",2019-11-13,648.542735894385
"1060","1060",2019-11-14,651.628691859388
"1061","1061",2019-11-15,650.750381243969
"1062","1062",2019-11-18,654.730920155861
"1063","1063",2019-11-19,661.697443377155
"1064","1064",2019-11-20,663.034438743437
"1065","1065",2019-11-21,640.021887045518
"1066","1066",2019-11-22,669.942273781469
"1067","1067",2019-11-25,670.558523752071
"1068","1068",2019-11-26,671.773116974566
"1069","1069",2019-11-27,668.273590373891
"1070","1070",2019-11-28,688.535306400263
"1071","1071",2019-11-29,684.900139348708
"1072","1072",2019-12-02,685.100824397366
"1073","1073",2019-12-03,699.568003542467
"1074","1074",2019-12-04,697.539592063789
"1075","1075",2019-12-05,648.42968445454
"1076","1076",2019-12-06,650.523114874282
"1077","1077",2019-12-09,491.686076045857
"1078","1078",2019-12-10,420.840740313004
"1079","1079",2019-12-11,430.210378932969
"1080","1080",2019-12-12,440.71962865618
"1081","1081",2019-12-13,455.52121438579
"1082","1082",2019-12-16,463.69632873399
"1083","1083",2019-12-17,483.530728937801
"1084","1084",2019-12-18,483.743404467807
"1085","1085",2019-12-19,583.623846076227
"1086","1086",2019-12-20,576.520741563531
"1087","1087",2019-12-23,566.381454824367
"1088","1088",2019-12-24,571.385888162486
"1089","1089",2019-12-25,568.516086366384
"1090","1090",2019-12-26,566.876295878754
"1091","1091",2019-12-27,565.61786400481
"1092","1092",2019-12-30,562.621146804312
"1093","1093",2019-12-31,557.89109603212
"1094","1094",2020-01-01,557.89109603212
"1095","1095",2020-01-02,560.118246119121
"1096","1096",2020-01-03,532.013962321329
"1097","1097",2020-01-06,556.30516244171
"1098","1098",2020-01-07,566.721815929846
"1099","1099",2020-01-08,608.757135256167
"1100","1100",2020-01-09,584.966823261983
"1101","1101",2020-01-10,591.558933972096
"1102","1102",2020-01-13,602.980894678383
"1103","1103",2020-01-14,563.297540573735
"1104","1104",2020-01-15,615.328580873317
"1105","1105",2020-01-16,608.588717718891
"1106","1106",2020-01-17,608.08158271184
"1107","1107",2020-01-20,603.0507419052
"1108","1108",2020-01-21,604.417978304574
"1109","1109",2020-01-22,600.685277605268
"1110","1110",2020-01-23,599.843366164425
"1111","1111",2020-01-24,615.909444345093
"1112","1112",2020-01-27,614.853131762265
"1113","1113",2020-01-28,594.443741866913
"1114","1114",2020-01-29,564.080211160673
"1115","1115",2020-01-30,522.608598590585
"1116","1116",2020-01-31,524.497422556689
"1117","1117",2020-02-03,540.171013261691
"1118","1118",2020-02-04,540.271921966382
"1119","1119",2020-02-05,536.867403970591
"1120","1120",2020-02-06,561.61299069882
"1121","1121",2020-02-07,561.031652992661
"1122","1122",2020-02-10,559.621677485923
"1123","1123",2020-02-11,558.568034020153
"1124","1124",2020-02-12,559.296385877279
"1125","1125",2020-02-13,561.288310405798
"1126","1126",2020-02-14,540.467807168494
"1127","1127",2020-02-17,525.224084924497
"1128","1128",2020-02-18,605.018540924639
"1129","1129",2020-02-19,598.14781393296
"1130","1130",2020-02-20,589.428203526119
"1131","1131",2020-02-21,617.22284717601
"1132","1132",2020-02-24,605.501236849822
"1133","1133",2020-02-25,603.600682326833
"1134","1134",2020-02-26,572.178699089774
"1135","1135",2020-02-27,599.250417238063
"1136","1136",2020-02-28,587.205363784243
"1137","1137",2020-03-02,604.059043161778
"1138","1138",2020-03-03,614.843942628548
"1139","1139",2020-03-04,620.812471289725
"1140","1140",2020-03-05,622.127337245547
"1141","1141",2020-03-06,626.929361801442
"1142","1142",2020-03-09,628.579928506138
"1143","1143",2020-03-10,787.612081161368
"1144","1144",2020-03-11,801.699152966436
"1145","1145",2020-03-12,805.23914954213
"1146","1146",2020-03-13,1309.22057303847
"1147","1147",2020-03-16,1316.35192826237
"1148","1148",2020-03-17,1341.21373268648
"1149","1149",2020-03-18,1367.78012199423
"1150","1150",2020-03-19,1276.47289185311
"1151","1151",2020-03-20,1430.01946550183
"1152","1152",2020-03-23,1401.30178101277
"1153","1153",2020-03-24,1377.66316466174
"1154","1154",2020-03-25,1379.61116421019
"1155","1155",2020-03-26,1357.05328954459
"1156","1156",2020-03-27,1353.92397476158
"1157","1157",2020-03-30,1339.45860110567
"1158","1158",2020-03-31,1312.5063931856
"1159","1159",2020-04-01,1312.5063931856
"1160","1160",2020-04-02,1317.04620169823
"1161","1161",2020-04-03,1368.32013419086
"1162","1162",2020-04-06,1362.25935733643
"1163","1163",2020-04-07,1409.00093456378
"1164","1164",2020-04-08,1403.72539357226
"1165","1165",2020-04-09,1383.66652289207
"1166","1166",2020-04-10,1379.00802547631
"1167","1167",2020-04-13,1385.4789013364
"1168","1168",2020-04-14,1374.98350154468
"1169","1169",2020-04-15,1376.62976430382
"1170","1170",2020-04-16,1378.16356696207
"1171","1171",2020-04-17,1376.52969461635
"1172","1172",2020-04-20,1377.2838359675
"1173","1173",2020-04-21,1260.07583139189
"1174","1174",2020-04-22,1264.16835881774
"1175","1175",2020-04-23,1272.97520733432
"1176","1176",2020-04-24,854.959212105808
"1177","1177",2020-04-27,775.194998108452
"1178","1178",2020-04-28,722.891615886652
"1179","1179",2020-04-29,711.014153244118
"1180","1180",2020-04-30,792.945496106692
"1181","1181",2020-05-01,792.945496106692
"1182","1182",2020-05-04,796.317965417787
"1183","1183",2020-05-05,812.093920106019
"1184","1184",2020-05-06,793.05103667165
"1185","1185",2020-05-07,798.553111279268
"1186","1186",2020-05-08,830.9053502104
"1187","1187",2020-05-11,836.960560324243
"1188","1188",2020-05-12,1018.24226533058
"1189","1189",2020-05-13,1019.39309791278
"1190","1190",2020-05-14,1001.98509211117
"1191","1191",2020-05-15,961.11342249515
"1192","1192",2020-05-18,983.206342146147
"1193","1193",2020-05-19,951.605234272805
"1194","1194",2020-05-20,958.309398884329
"1195","1195",2020-05-21,964.820095475964
"1196","1196",2020-05-22,996.406691606108
"1197","1197",2020-05-25,968.908219684108
"1198","1198",2020-05-26,978.634577104898
"1199","1199",2020-05-27,989.566714737989
"1200","1200",2020-05-28,993.7665240682
"1201","1201",2020-05-29,996.949789414135
"1202","1202",2020-06-01,996.949789414135
"1203","1203",2020-06-02,968.087867639932
"1204","1204",2020-06-03,976.438932782094
"1205","1205",2020-06-04,978.474059513332
"1206","1206",2020-06-05,918.96346107292
"1207","1207",2020-06-08,918.111103430721
"1208","1208",2020-06-09,916.264676963664
"1209","1209",2020-06-10,914.679948604329
"1210","1210",2020-06-11,783.221802548199
"1211","1211",2020-06-12,834.434320300408
"1212","1212",2020-06-15,836.298256474693
"1213","1213",2020-06-16,836.138665264251
"1214","1214",2020-06-17,835.411749072349
"1215","1215",2020-06-18,830.931953722928
"1216","1216",2020-06-19,793.080750208845
"1217","1217",2020-06-22,792.094491970049
"1218","1218",2020-06-23,579.919294335995
"1219","1219",2020-06-24,582.561178040872
"1220","1220",2020-06-25,591.077450794734
"1221","1221",2020-06-26,560.450875968105
"1222","1222",2020-06-29,544.806057902329
"1223","1223",2020-06-30,507.489363302741
"1224","1224",2020-07-01,507.489363302741
"1225","1225",2020-07-02,510.943919957846
"1226","1226",2020-07-03,474.947211517983
"1227","1227",2020-07-06,471.68780258998
"1228","1228",2020-07-07,480.945809012999
"1229","1229",2020-07-08,477.966779040043
"1230","1230",2020-07-09,469.837567978638
"1231","1231",2020-07-10,468.990587454869
"1232","1232",2020-07-13,472.693662098697
"1233","1233",2020-07-14,455.726053317201
"1234","1234",2020-07-15,460.489919043732
"1235","1235",2020-07-16,467.079229550183
"1236","1236",2020-07-17,430.207890664199
"1237","1237",2020-07-20,428.087075268523
"1238","1238",2020-07-21,425.538403898784
"1239","1239",2020-07-22,437.929950911009
"1240","1240",2020-07-23,440.258063371257
"1241","1241",2020-07-24,363.056149650163
"1242","1242",2020-07-27,355.973933768109
"1243","1243",2020-07-28,572.707311727064
"1244","1244",2020-07-29,573.896169629444
"1245","1245",2020-07-30,568.007834177623
"1246","1246",2020-07-31,570.888218898774
"1247","1247",2020-08-03,569.493610962403
"1248","1248",2020-08-04,584.414774501586
"1249","1249",2020-08-05,596.666357342451
"1250","1250",2020-08-06,578.116200140398
"1251","1251",2020-08-07,575.835847302887
"1252","1252",2020-08-10,605.899267400578
"1253","1253",2020-08-11,608.801166944099
"1254","1254",2020-08-12,641.316670156282
"1255","1255",2020-08-13,643.049261101319
"1256","1256",2020-08-14,633.520334331498
"1257","1257",2020-08-17,645.235374083601
"1258","1258",2020-08-18,650.336805318376
"1259","1259",2020-08-19,667.713859103952
"1260","1260",2020-08-20,687.836211451804
"1261","1261",2020-08-21,676.233131530199
"1262","1262",2020-08-24,684.740788735462
"1263","1263",2020-08-25,683.407661522516
"1264","1264",2020-08-26,709.345948570758
"1265","1265",2020-08-27,706.552384704406
"1266","1266",2020-08-28,712.468685564029
"1267","1267",2020-08-31,713.954341165897
"1268","1268",2020-09-01,713.954341165897
"1269","1269",2020-09-02,714.944383674476
"1270","1270",2020-09-03,759.968653921505
"1271","1271",2020-09-04,796.830862025443
"1272","1272",2020-09-07,800.272559449331
"1273","1273",2020-09-08,708.844559616455
"1274","1274",2020-09-09,704.608570020993
"1275","1275",2020-09-10,708.215970291802
"1276","1276",2020-09-11,706.033720612986
"1277","1277",2020-09-14,695.001676886852
"1278","1278",2020-09-15,695.142335461091
"1279","1279",2020-09-16,688.802827752958
"1280","1280",2020-09-17,679.628889778628
"1281","1281",2020-09-18,677.096972741813
"1282","1282",2020-09-21,664.948924254524
"1283","1283",2020-09-22,676.240789270484
"1284","1284",2020-09-23,663.360326271276
"1285","1285",2020-09-24,661.792096393564
"1286","1286",2020-09-25,679.150049657467
"1287","1287",2020-09-28,664.35697520989
"1288","1288",2020-09-29,651.775293937695
"1289","1289",2020-09-30,645.797983849286
"1290","1290",2020-10-01,645.797983849286
"1291","1291",2020-10-02,639.405120968254
"1292","1292",2020-10-05,636.375097701388
"1293","1293",2020-10-06,641.075341080387
"1294","1294",2020-10-07,627.28233589528
"1295","1295",2020-10-08,624.051490739794
"1296","1296",2020-10-09,627.24161760282
"1297","1297",2020-10-12,624.002678983497
"1298","1298",2020-10-13,636.539978701961
"1299","1299",2020-10-14,627.640974333813
"1300","1300",2020-10-15,595.334544266867
"1301","1301",2020-10-16,556.410684645178
"1302","1302",2020-10-19,567.359677746393
"1303","1303",2020-10-20,481.644936534824
"1304","1304",2020-10-21,472.649962188546
"1305","1305",2020-10-22,514.306194019902
"1306","1306",2020-10-23,524.949641513532
"1307","1307",2020-10-26,532.955445279242
"1308","1308",2020-10-27,529.739773155297
"1309","1309",2020-10-28,553.821131164197
"1310","1310",2020-10-29,585.453123206463
"1311","1311",2020-10-30,589.911283064159
"1312","1312",2020-11-02,588.814885555747
"1313","1313",2020-11-03,540.902834172065
"1314","1314",2020-11-04,539.87461440172
"1315","1315",2020-11-05,527.625976723144
"1316","1316",2020-11-06,556.254743382142
"1317","1317",2020-11-09,563.256699411437
"1318","1318",2020-11-10,566.055475711308
"1319","1319",2020-11-11,560.052261245062
"1320","1320",2020-11-12,560.398312600671
"1321","1321",2020-11-13,556.220545459204
"1322","1322",2020-11-16,546.2295208091
"1323","1323",2020-11-17,547.447899860368
"1324","1324",2020-11-18,546.751700175704
"1325","1325",2020-11-19,553.779680043836
"1326","1326",2020-11-20,552.463271058959
"1327","1327",2020-11-23,560.267072548286
"1328","1328",2020-11-24,553.81887421125
"1329","1329",2020-11-25,553.057633171908
"1330","1330",2020-11-26,566.755818460695
"1331","1331",2020-11-27,721.721019939217
"1332","1332",2020-11-30,712.480792591401
"1333","1333",2020-12-01,712.480792591401
"1334","1334",2020-12-02,705.771719685815
"1335","1335",2020-12-03,677.125138014027
"1336","1336",2020-12-04,668.414002159749
"1337","1337",2020-12-07,672.869536185382
"1338","1338",2020-12-08,668.116118086825
"1339","1339",2020-12-09,668.879471305588
"1340","1340",2020-12-10,648.292366848416
"1341","1341",2020-12-11,648.5130226516
"1342","1342",2020-12-14,656.846559571355
"1343","1343",2020-12-15,673.673023833056
"1344","1344",2020-12-16,671.537078091138
"1345","1345",2020-12-17,687.922478608145
"1346","1346",2020-12-18,698.964896113706
"1347","1347",2020-12-21,696.520862025619
"1348","1348",2020-12-22,698.482854781525
"1349","1349",2020-12-23,695.993835994901
"1350","1350",2020-12-24,703.150853007757
"1351","1351",2020-12-25,702.965934543449
"1352","1352",2020-12-28,708.908947026923
"1353","1353",2020-12-29,758.923603055687
"1354","1354",2020-12-30,750.798914051278
"1355","1355",2020-12-31,758.426628872899
"1356","1356",2021-01-01,758.426628872899
"1357","1357",2021-01-04,754.281837133846
"1358","1358",2021-01-05,809.209016589663
"1359","1359",2021-01-06,828.901431188302
"1360","1360",2021-01-07,835.182845219906
"1361","1361",2021-01-08,741.859500943789
"1362","1362",2021-01-11,752.123663429361
"1363","1363",2021-01-12,833.527168176587
"1364","1364",2021-01-13,825.162987520061
"1365","1365",2021-01-14,831.357826350862
"1366","1366",2021-01-15,851.802551578104
"1367","1367",2021-01-18,907.836303005777
"1368","1368",2021-01-19,906.388388980588
"1369","1369",2021-01-20,892.632440317236
"1370","1370",2021-01-21,905.238206113558
"1371","1371",2021-01-22,976.371304040729
"1372","1372",2021-01-25,970.802703171924
"1373","1373",2021-01-26,962.170926665129
"1374","1374",2021-01-27,976.698442157882
"1375","1375",2021-01-28,971.71151949293
"1376","1376",2021-01-29,951.49166244859
"1377","1377",2021-02-01,951.49166244859
"1378","1378",2021-02-02,950.212499937055
"1379","1379",2021-02-03,965.192526097335
"1380","1380",2021-02-04,961.003293657874
"1381","1381",2021-02-05,959.807310909919
"1382","1382",2021-02-08,957.576599225533
"1383","1383",2021-02-09,978.107714331307
"1384","1384",2021-02-10,984.289782857326
"1385","1385",2021-02-11,994.038215414514
"1386","1386",2021-02-12,999.223470606535
"1387","1387",2021-02-15,998.668990273061
"1388","1388",2021-02-16,967.255925788572
"1389","1389",2021-02-17,957.556572006744
"1390","1390",2021-02-18,962.045933327824
"1391","1391",2021-02-19,938.539996242175
"1392","1392",2021-02-22,945.628392494291
"1393","1393",2021-02-23,806.966133382581
"1394","1394",2021-02-24,925.650662581162
"1395","1395",2021-02-25,916.071649153102
"1396","1396",2021-02-26,891.126716493502
"1397","1397",2021-03-01,891.126716493502
"1398","1398",2021-03-02,892.932436545487
"1399","1399",2021-03-03,894.145379371984
"1400","1400",2021-03-04,896.206073294588
"1401","1401",2021-03-05,849.73282256399
"1402","1402",2021-03-08,837.567552455981
"1403","1403",2021-03-09,844.559867604717
"1404","1404",2021-03-10,835.119405702514
"1405","1405",2021-03-11,826.397002243543
"1406","1406",2021-03-12,822.697767545711
"1407","1407",2021-03-15,825.238457154047
"1408","1408",2021-03-16,824.504465079545
"1409","1409",2021-03-17,814.768969073496
"1410","1410",2021-03-18,812.138044721675
"1411","1411",2021-03-19,816.662321611766
"1412","1412",2021-03-22,819.483083182015
"1413","1413",2021-03-23,788.105149819287
"1414","1414",2021-03-24,772.794832347039
